,train_epoch,train_loss,train_accuracy,val_epoch,val_loss,val_accuracy
0,0,0.4290128145100392,0.36645468998410174,0,0.42081742947644524,0.4158415841584158
1,1,0.3850233572370866,0.43402225755166934,1,0.6225274992313715,0.42574257425742573
2,2,0.38106578152585296,0.45548489666136727,2,0.3593526257589312,0.5198019801980198
3,3,0.35836769443816713,0.4904610492845787,3,0.3535600565005057,0.5
4,4,0.35682200674790837,0.4626391096979332,4,0.3330348999340936,0.5420792079207921
5,5,0.34030326179840226,0.5079491255961844,5,0.3237898280051085,0.551980198019802
6,6,0.3302132958969744,0.5166931637519873,6,0.3099497314726952,0.5693069306930693
7,7,0.32263193846886035,0.5445151033386327,7,0.3839100931798763,0.4752475247524752
8,8,0.31462169490719066,0.541335453100159,8,0.309055278907613,0.5643564356435643
9,9,0.3161432842453068,0.5461049284578696,9,0.33740739944842785,0.47277227722772275
10,10,0.30561851209032515,0.5445151033386327,10,0.3356005792865659,0.551980198019802
11,11,0.30074537938700574,0.5691573926868044,11,0.3263683170080185,0.5544554455445545
12,12,0.28988446388837835,0.589825119236884,12,0.3185083631352328,0.5742574257425742
13,13,0.29303378007701925,0.5715421303656598,13,0.29749499630219867,0.5792079207920792
14,14,0.2888569607264666,0.5906200317965024,14,0.305139885551416,0.6188118811881188
15,15,0.28695271614293416,0.5890302066772655,15,0.27789443021289784,0.6460396039603961
16,16,0.28378019089823875,0.5914149443561209,16,0.2884003067075616,0.5866336633663366
17,17,0.27695025926506195,0.6009538950715422,17,0.2811710399640079,0.5792079207920792
18,18,0.26338918137531403,0.6160572337042926,18,0.3076030385339319,0.6287128712871287
19,19,0.25983380950359547,0.6303656597774245,19,0.2907202463449523,0.6534653465346535
20,20,0.26034627190312826,0.6160572337042926,20,0.30334934134884634,0.5148514851485149
21,21,0.2548369488342767,0.6311605723370429,21,0.3411290401795713,0.5693069306930693
22,22,0.23925763610839276,0.6454689984101749,22,0.2941604978358834,0.6435643564356436
23,23,0.23134353477655895,0.6558028616852146,23,0.2968764057899318,0.6262376237623762
24,24,0.2256605387243349,0.6605723370429253,24,0.3201536177519229,0.6212871287128713
25,25,0.22278180308876905,0.685214626391097,25,0.3093018424466695,0.5816831683168316
26,26,0.21661222427313487,0.6836248012718601,26,0.29157511726261515,0.6188118811881188
27,27,0.19991548629462813,0.7082670906200318,27,0.3662278621024129,0.599009900990099
28,28,0.19641623835246685,0.7003179650238474,28,0.322421991146437,0.6163366336633663
29,29,0.19048624107279535,0.7178060413354531,29,0.3733224888876228,0.5891089108910891
30,30,0.180777430948942,0.7186009538950715,30,0.39764895939295836,0.5693069306930693
31,31,0.18356759691335534,0.7106518282988871,31,0.4248017261339591,0.4975247524752475
32,32,0.16406721022832896,0.7480127186009539,32,0.32678064213844366,0.6014851485148515
33,33,0.15950999331374804,0.7511923688394276,33,0.3357146476386207,0.5594059405940595
34,34,0.14651469353864796,0.7686804451510334,34,0.3902172533620038,0.6262376237623762
35,35,0.1288775237001751,0.7996820349761526,35,0.3499348307683105,0.599009900990099
36,36,0.13412250774884404,0.7941176470588235,36,0.41743928224475374,0.5866336633663366
37,37,0.1302538118184513,0.7869634340222575,37,0.33792250698413884,0.6188118811881188
38,38,0.1111486930865054,0.814785373608903,38,0.36814725899487954,0.6014851485148515
39,39,0.10888036149250424,0.8084260731319555,39,0.3829811623995423,0.6287128712871287
